movieId,tagId,relevance,tag,title_cast,director,runtime,budget,plot_keywords,imdbId,tmdbId,title,genres,year,combine
108078,1,0.0212499999999999,007,Romain Duris|Audrey Tautou|Cécile de France|Kelly Reilly|Sandrine Holt|Flore Bonaventura|Jochen Hägele|Benoît Jacquot|Pablo Mugnier-Jacob|Margaux Mansart|Amin Djakliou|Clara Abbasi|Li Jun Li|Sharrieff Pugh|Peter McRobbie,Cédric Klapisch,117.0,,sham marriage|chinatown|frenchman abroad|marital separation,1937118,206408.0,Chinese Puzzle (Casse-tête chinois) (2013),Comedy|Romance,2013,Cédric Klapisch Comedy Romance sham marriage chinatown frenchman abroad marital separation
108085,1,0.0439999999999999,007,Rhys Wakefield|Logan Miller|Ashley Hinshaw|Natalie Hall|Rohan Kymal|Adam David Thompson|Ronald Ogden|Bernard David Jones|Brad Mills|April Billingsley|Peter Luis Zimmerman|Josh Warren|Chelsea Hayes|Joey Nappo|Marla Malcolm,Dennis Iliadis,96.0,,bad ending|party|college|breakup,2395385,176068.0,+1 (2013),Sci-Fi|Thriller,2013,Dennis Iliadis Sci-Fi Thriller bad ending party college breakup
108156,1,0.03725,007,Ice Cube|Kevin Hart|John Leguizamo|Bruce McGill|Tika Sumpter|Bryan Callen|Laurence Fishburne|Dragos Bucur|Gary Owen|Jacob Latimore|Jay Pharoah|Benjamin Flores Jr.|Greg Rementer|Eric Benson|Anna House,Greg Coolidge,99.0,"$25,000,000",police|security guard|street shootout|gunfight,1408253,168530.0,Ride Along (2014),Action|Comedy,2014,Greg Coolidge Action Comedy police security guard street shootout gunfight
108188,1,0.397,007,Chris Pine|Keira Knightley|Kevin Costner|Kenneth Branagh|Lenn Kudrjawizki|Alec Utgoff|Peter Andersson|Elena Velikanova|Nonso Anozie|Seth Ayott|Colm Feore|Gemma Chan|Aleksandar Aleksiev|Andrew Byron|Derek Lea,Adam Cozad,105.0,"$60,000,000",jack ryan character|cia|russian|marine,1205537,137094.0,Jack Ryan: Shadow Recruit (2014),Action|Drama|Thriller|IMAX,2014,Adam Cozad Action Drama Thriller IMAX jack ryan character cia russian marine
108190,1,0.03225,007,Shailene Woodley|Theo James|Ashley Judd|Jai Courtney|Ray Stevenson|Zoë Kravitz|Miles Teller|Tony Goldwyn|Ansel Elgort|Maggie Q|Mekhi Phifer|Kate Winslet|Ben Lloyd-Hughes|Christian Madsen|Amy Newbold,Evan Daugherty,139.0,"$85,000,000",dystopia|brother sister relationship|based on young adult novel|army,1840309,157350.0,Divergent (2014),Adventure|Romance|Sci-Fi|IMAX,2014,Evan Daugherty Adventure Romance Sci-Fi IMAX dystopia brother sister relationship based on young adult novel army
108200,1,0.024,007,Dominic Cooper|Samuel L. Jackson|Gloria Reuben|Ryan Robbins|Erin Karpluk|Dylan Taylor|Karl Thordarson|Dean Harder|Carson Nattrass|John B. Lowe|Philippe Brenninkmeyer|Jessica Burleson|Kelly Wolfman|Steven Ratzlaff|Jon Ljungberg,Peter A. Dowling,91.0,"$7,000,000",playing in the snow|chasing a ball|mother holding her baby|playground,2304953,240916.0,Reasonable Doubt (2014),Crime|Thriller,2014,Peter A. Dowling Crime Thriller playing in the snow chasing a ball mother holding her baby playground
108220,1,0.0205,007,Ahmed Hassan|Khalid Abdalla|Magdy Ashour|Ramy Essam|Buthayna Kamel|Aida Elkashef|Ragia Omran|Pierre Sioufi|Dina Abdullah|Dina Amer|Sarah Amer|Sherif Boray|Khaled Nagy|Salma Saied|Ahmed Salama,Ahmed Hassan,108.0,"$1,500,000",Unknown,2486682,159037.0,"Square, The (Al Midan) (2013)",Documentary,2013,Ahmed Hassan Documentary Unknown
108243,1,0.1029999999999999,007,Allison Miller|Zach Gilford|Sam Anderson|Roger Payano|Vanessa Ray|Bill Martin Williams|Geraldine Singer|Julia Denton|Colin Walker|Madison Wolfe|Joshua Shane Brooks|Aimee Carrero|Robert Belushi|DeMaris Gordon|Donna Duplantier,Tyler Gillett,89.0,"$7,000,000",pregnancy|psychotronic film|woman wears a bikini|woman wrapped in a towel,2752758,79316.0,Devil's Due (2014),Horror,2014,Tyler Gillett Horror pregnancy psychotronic film woman wears a bikini woman wrapped in a towel
108318,1,0.0374999999999999,007,Sam Rockwell|William H. Macy|Ted Levine|Kelly Reilly|Jason Isaacs|Joe Anderson|Jeffrey Wright|Ophelia Lovibond|Amy Sloan|W. Earl Brown|Heather Lind|Christie Burke|Jenica Bergere|Lana Giacose|David A. Flannery,Matthew F. Jones,116.0,,hostage|poacher|babysitter|throat slitting,1540741,159932.0,"Single Shot, A (2013)",Crime|Drama|Film-Noir|Thriller,2013,Matthew F. Jones Crime Drama Film-Noir Thriller hostage poacher babysitter throat slitting
108514,1,0.015,007,Ranbir Kapoor|Deepika Padukone|Aditya Roy Kapoor|Kalki Koechlin|Kunaal Roy Kapur|Madhuri Dixit|Farooq Shaikh|Aanoushka|Kamal Adib|Dolly Ahluwalia|Vinita Amar|Anisha|Tanvi Azmi|Priyanka Bose|Anisa Butt,Hussain Dalal,160.0,,girl wears eyeglasses|love|jumping into sea|wet clothes,2178470,185008.0,Yeh Jawaani Hai Deewani (2013),Comedy|Drama|Musical|Romance,2013,Hussain Dalal Comedy Drama Musical Romance girl wears eyeglasses love jumping into sea wet clothes
108566,1,0.0175,007,Jacques Spiesser|Ludmila Mikaël,Georges Perec,77.0,,voice over|surrealism|no dialogue|nihilism,192718,104086.0,"Man Who Sleeps, The (Un homme qui dort) (1974)",Drama,1974,Georges Perec Drama voice over surrealism no dialogue nihilism
108579,1,0.04175,007,Robert Z'Dar|Mathew Karedas|Janis Farley|Mark Frazer|Melissa Moore|Cameron|Gerald Okamura|Dale Cummings|Cranston Komuro|Joselito Rescober|Jerry Black|Orlando Quijano|James Waltz|Reginald Williams|Tom Gleason,Amir Shervan,96.0,,unsynchronized dubbing|katana|screaming in pain|frying pan,130236,65374.0,Samurai Cop (1989),Action|Thriller,1989,Amir Shervan Action Thriller unsynchronized dubbing katana screaming in pain frying pan
108599,1,0.0777499999999999,007,Katia Winter|Ted Levine|Michael McMillian|Corey Moosa|Monique Candelaria|Jenny Gabrielle|Vivian Nesbitt|Chad Brummett|William Sterchi|Alex Gianopoulos|J.D. Garfield|Kevin Wiggins|Cyd Schulte|Tone Forrest|Maud de Proost,Blair Erickson,87.0,"$950,000",mk ultra|experimental drug|radio broadcast|experiment,2011276,207769.0,"Banshee Chapter, The (2013)",Horror|Thriller,2013,Blair Erickson Horror Thriller mk ultra experimental drug radio broadcast experiment
108647,1,0.04975,007,Virginie Efira|Pierre Niney|Charles Berling|Gilles Cohen|Amélie Glenn|Camille Japy|Michaël Abiteboul|Camille Pélicier|Jenna Azoulay|Camille Chalons|Louis-Do de Lencquesaing|Aude Pépin|Arthur Mazet|Sophie-Marie Larrouy|Marcella Sbraletta,Amro Hamzawi,92.0,,sex scene|age difference|older woman younger man relationship|kiss,2186812,173185.0,It Boy (20 ans d'écart) (2013),Comedy|Romance,2013,Amro Hamzawi Comedy Romance sex scene age difference older woman younger man relationship kiss
108689,1,0.0349999999999999,007,Aaron Eckhart|Yvonne Strahovski|Miranda Otto|Bill Nighy|Jai Courtney|Socratis Otto|Aden Young|Caitlin Stasey|Mahesh Jadu|Steve Mouzakis|Nicholas Bell|Deniz Akdeniz|Chris Pang|Kevin Grevioux|Bruce Spence,Stuart Beattie,92.0,"$65,000,000",elizabeth frankenstein character|gargoyle versus demon|bladed weapon|long haired male,1418377,100241.0,"I, Frankenstein (2014)",Action|Fantasy|Sci-Fi|IMAX,2014,Stuart Beattie Action Fantasy Sci-Fi IMAX elizabeth frankenstein character gargoyle versus demon bladed weapon long haired male
108715,1,0.031,007,Sam Rockwell|Olivia Wilde|Michelle Monaghan|Jane Fonda|Ray Liotta|Norbert Leo Butz|Ben Schwartz|Ken Howard|Jenn Harris|Harrison Holzer|Peter Jacobson|Sonnie Brown|Ron Heneghan|Ken Arnold|Tracy McMullan,David Posamentier,91.0,"$5,000,000",handcuffed man|attraction|desire|bicycle,1609479,157099.0,Better Living Through Chemistry (2014),Comedy|Drama,2014,David Posamentier Comedy Drama handcuffed man attraction desire bicycle
108727,1,0.029,007,Charlotte Gainsbourg|Stellan Skarsgård|Stacy Martin|Shia LaBeouf|Christian Slater|Uma Thurman|Sophie Kennedy Clark|Connie Nielsen|Ronja Rissmann|Maja Arsovic|Sofie Kasten|Ananya Berg|Anders Hove|James Northcote|Charlie Hawkins,Lars von Trier,117.0,,unsimulated sex|anal sex|cunnilingus|sex scene,1937390,110414.0,Nymphomaniac: Volume I (2013),Drama,2013,Lars von Trier Drama unsimulated sex anal sex cunnilingus sex scene
108729,1,0.0282499999999999,007,Jake Gyllenhaal|Mélanie Laurent|Sarah Gadon|Isabella Rossellini|Joshua Peace|Tim Post|Kedar Brown|Darryl Dinn|Misha Highstead|Megan Mane|Alexis Uiga,José Saramago,91.0,,doppelganger|spider|infidelity|double,2316411,181886.0,Enemy (2013),Mystery|Thriller,2013,José Saramago Mystery Thriller doppelganger spider infidelity double
108760,1,0.0389999999999999,007,Tzahi Grad|Lior Ashkenazi|Rotem Keinan|Doval'e Glickman|Menashe Noy|Dvir Benedek|Nati Kluger|Kais Nashif|Ami Weinberg|Guy Adler|Arthur Perry|Gur Bentwich|Yuval Nadborany|Alisa Vaisburd|Guy Shefa Pesso,Aharon Keshales,110.0,,satire|burned with a blow torch|palestine|arab,2309224,171540.0,Big Bad Wolves (2013),Crime|Thriller,2013,Aharon Keshales Crime Thriller satire burned with a blow torch palestine arab
108778,1,0.01,007,Pierre Deladonchamps|Christophe Paou|Patrick d'Assumçao|Jérôme Chappatte|Mathieu Vervisch|Gilbert Traina|Emmanuel Daumas|Sébastien Badachaoui|Gilles Guérin|François-Renaud Labarthe|Claude Bellelle|Slawomir Cieminski|Jean-Marie Crémier|Bernard Delavaux|Bernard German,Alain Guiraudie,100.0,,ejaculation|male full frontal nudity|explicit sex|unprotected sex,2852458,186992.0,Stranger by the Lake (L'inconnu du lac) (2013),Drama|Romance,2013,Alain Guiraudie Drama Romance ejaculation male full frontal nudity explicit sex unprotected sex
108780,1,0.0295,007,Kate Winslet|Josh Brolin|Gattlin Griffith|Tobey Maguire|Tom Lipinski|Maika Monroe|Clark Gregg|James Van Der Beek|J.K. Simmons|Brooke Smith|Brighid Fleming|Alexie Gilmore|Lucas Hedges|Micah Fowler|Chandra Thomas,Jason Reitman,111.0,"$18,000,000",tied to a chair|escaped convict|neighbor|baseball,1967545,130150.0,Labor Day (2013),Drama|Romance,2013,Jason Reitman Drama Romance tied to a chair escaped convict neighbor baseball
108787,1,0.03275,007,Xavier Dolan|Pierre-Yves Cardinal|Lise Roy|Evelyne Brochu|Manuel Tadros|Jacques Lavallée|Anne Caron|Olivier Morin|Johanne Léveillé|Mathieu Roy,Xavier Dolan,102.0,,farm|loss of loved one|snorting cocaine|carrying a dead calf,2427892,184352.0,Tom at the Farm (Tom à la ferme) (2013),Drama,2013,Xavier Dolan Drama farm loss of loved one snorting cocaine carrying a dead calf
108791,1,0.0419999999999999,007,Ben Van den Heuvel|Eva van der Gucht|Thomas Coumans|Katelijne Damen|Nathan Naenen|Noor Ben Taouet|Mickey|Patricia Goemaere|Daniel Sikora|Victor Zaidi|Jelle Florizoone|Nina Marie Kortekaas|Mathias Vergels|Luk Wyns|Ella-June Henrard,Bavo Defurne,98.0,,gay|sexual awakening|caught in the act|male male kiss,1625150,100898.0,"Noordzee, Texas (North Sea Texas) (2011)",Drama,2011,Bavo Defurne Drama gay sexual awakening caught in the act male male kiss
108797,1,0.0454999999999999,007,Heather Graham|Ellen Burstyn|Kiernan Shipka|Mason Dye|Ava Telek|Maxwell Kovach|Dylan Bruce|Chad Willett|Beau Daniels|Laura Jaye|John Emmet Tracy|Don Thompson|BJ Harrison|Ian Robison|Andrew Kavadas,Virginia C. Andrews,86.0,,attic|child abuse|bad mother|brother sister incest,3074694,236399.0,Flowers in the Attic (2014),Drama|Mystery|Thriller,2014,Virginia C. Andrews Drama Mystery Thriller attic child abuse bad mother brother sister incest
108825,1,0.0175,007,Helena Bonham Carter|Judy Davis|Callum Keith Rennie|Kyle Catlett|Niamh Wilson|Jakob Davies|Rick Mercer|Dominique Pinon|Julian Richings|Richard Jutras|Mairtin O'Carrigan|Michel Perron|Dawn Ford|Harry Standjofski|Susan Glover,Jean-Pierre Jeunet,105.0,"$33,000,000",fictional radio show|reference to the u.s. president|reference to david letterman|reference to wolfgang amadeus mozart,1981107,157841.0,"Young and Prodigious T.S. Spivet, The (L'extravagant voyage du jeune et prodigieux T.S. Spivet) (2013)",Adventure|Children|Drama,2013,Jean-Pierre Jeunet Adventure Children Drama fictional radio show reference to the u.s. president reference to david letterman reference to wolfgang amadeus mozart
108879,1,0.0162499999999999,007,Ross Lynch|Maia Mitchell|Gracie Gillam|Garrett Clayton|John DeLuca|Chrissie Fit|Suzanne Cryer|Barry Bostwick|Kevin Chamberlin|Steve Valentine|Jordan Fisher|Kent Boyd|Mollee Gray|William T. Loftis|Jessica Lee Keller,Vince Marcello,110.0,,1960s|movie set|thin attractive girl|surfer,2325989,177888.0,Teen Beach Movie (2013),Children|Musical,2013,Vince Marcello Children Musical 1960s movie set thin attractive girl surfer
108899,1,0.014,007,Paulina García|Sergio Hernández|Diego Fontecilla|Fabiola Zamora|Luz Jiménez|Alejandro Goic|Liliana García|Coca Guazzini|Hugo Moraga|Cristián Carvajal|Eyal Meyer|Tito Bustamante|Antonia Santa María|Álvaro Viguera|Marcela Said,Sebastián Lelio,110.0,,female nudity|male frontal nudity|female frontal nudity|nudity,2425486,160068.0,Gloria (2013),Comedy|Drama,2013,Sebastián Lelio Comedy Drama female nudity male frontal nudity female frontal nudity nudity
108928,1,0.0374999999999999,007,George Clooney|Matt Damon|Bill Murray|Cate Blanchett|John Goodman|Jean Dujardin|Hugh Bonneville|Bob Balaban|Dimitri Leonidas|Justus von Dohnányi|Holger Handtke|Michael Hofland|Zachary Baharov|Michael Brandner|Sam Hazeldine,George Clooney,118.0,"$70,000,000",art|art expert|nazi stolen art|1940s,2177771,152760.0,"Monuments Men, The (2014)",Action|Drama|War,2014,George Clooney Action Drama War art art expert nazi stolen art 1940s
108932,1,0.0277499999999999,007,Will Arnett|Elizabeth Banks|Craig Berry|Alison Brie|David Burrows|Anthony Daniels|Charlie Day|Amanda Farinos|Keith Ferguson|Will Ferrell|Will Forte|Dave Franco|Morgan Freeman|Todd Hansen|Jonah Hill,Phil Lord,100.0,"$60,000,000",lego|good cop bad cop|based on toy|construction worker,1490017,137106.0,The Lego Movie (2014),Action|Adventure|Animation|Children|Comedy|Fantasy,2014,Phil Lord Action Adventure Animation Children Comedy Fantasy lego good cop bad cop based on toy construction worker
108945,1,0.0529999999999999,007,Joel Kinnaman|Gary Oldman|Michael Keaton|Abbie Cornish|Jackie Earle Haley|Michael Kenneth Williams|Jennifer Ehle|Jay Baruchel|Marianne Jean-Baptiste|Samuel L. Jackson|Aimee Garcia|Douglas Urbanski|John Paul Ruttan|Patrick Garrow|K.C. Collins,Joshua Zetumer,117.0,"$100,000,000",technology|robot|robocop|police,1234721,97020.0,RoboCop (2014),Action|Crime|Sci-Fi|IMAX,2014,Joshua Zetumer Action Crime Sci-Fi IMAX technology robot robocop police
108949,1,0.04175,007,Kurt Russell|Matt Dillon|Jay Baruchel|Kenneth Welsh|Chris Diamantopoulos|Katheryn Winnick|Jason Jones|Terence Stamp|Devon Bostick|Elle Downs|Dax Ravina|Durward Allan|James Collins|Rob deLeeuw|Karyn Dwyer,Jonathan Sobol,90.0,,heist|thief|motorcycle|hiding in a car trunk,2172985,209247.0,"Art of the Steal, The (2013)",Crime,2013,Jonathan Sobol Crime heist thief motorcycle hiding in a car trunk
108977,1,0.0172499999999999,007,Shôzô Îzuka|Toshihiko Seki|Michael McConnohie|Liam O'Brien|Mamiko Noto|Ryûji Saikachi|Michelle Ruff|William Frederick Knight|Doug Stone|Kotono Mitsuishi|Daisuke Sakaguchi|Toshihiko Nakajima|Makoto Tsumura|Mayumi Yamaguchi|Carrie Savage|Erica Shaffer|Sam Riegel|Deem Bristow|Steven Bendik|Johnny Yong Bosch|Jonathan Klein|Yuri Lowenthal|Haruko Momoi|Kenji Utsumi|Akio Suyama|Hisako Kyôda|Patrick Seitz|Stephanie Sheh|Hunter Mackenzie Austin|Jonathan C. Osborne|Gina Grad|Melora Harte,Toshihiko Seki,25.0,,detective|surrealism|twist|madness,433722,313289.0,Paranoia Agent (2004),Animation|Crime|Drama|Horror|Mystery,2004,Toshihiko Seki Animation Crime Drama Horror Mystery detective surrealism twist madness
108981,1,0.02975,007,Charlotte Gainsbourg|Stellan Skarsgård|Stacy Martin|Shia LaBeouf|Christian Slater|Jamie Bell|Uma Thurman|Willem Dafoe|Mia Goth|Sophie Kennedy Clark|Michael Pas|Jean-Marc Barr|Udo Kier|Ananya Berg|Morgan Hartley,Lars von Trier,124.0,,explicit sex|nymphomania|double penetration|whip,2382009,249397.0,Nymphomaniac: Volume II (2013),Drama|Mystery,2013,Lars von Trier Drama Mystery explicit sex nymphomania double penetration whip
108983,1,0.0287499999999999,007,Tony Fucile|Krista Sheffler|Phil Sheridan,Enrico Casarosa,7.0,,little boy|boat|individuality|decision,1957945,83564.0,La Luna (2011),Animation,2011,Enrico Casarosa Animation little boy boat individuality decision
109042,1,0.023,007,D.R. Anderson|W. Earl Brown|Michael Carpenter|Kevin Connell|Sean Cook|Peter Dinklage|Khanh Doan|Michael Gladis|Summer Glau|Basil Harris|Brett Gipson|Tom Hopper|Ryan Kwanten|Margarita Levieva|Joshua Malina,Kevin Dreyfuss,,,demon|summoning a demon|ritual|massacre,1545660,74461.0,Knights of Badassdom (2013),Adventure|Comedy|Fantasy,2013,Kevin Dreyfuss Adventure Comedy Fantasy demon summoning a demon ritual massacre
109072,1,0.05225,007,Arnold Schwarzenegger|Sam Worthington|Joe Manganiello|Josh Holloway|Terrence Howard|Max Martini|Kevin Vance|Mark Schlegel|Ned Yousef|Mireille Enos|Maurice Compte|Martin Donovan|Michael Monks|Nick Chacon|Tim Ware,Skip Woods,109.0,"$35,000,000",strip club|topless female nudity|stripper|tough girl,1742334,144336.0,Sabotage (2014),Action|Crime|Drama,2014,Skip Woods Action Crime Drama strip club topless female nudity stripper tough girl
109157,1,0.0439999999999999,007,Pierce Brosnan|Toni Collette|Imogen Poots|Aaron Paul|Zara White|Joe Cole|Evelyn Duah|Therese Bradley|Sam Neill|Priyanga Burford|Josef Altin|Diana Kent|Rosamund Pike|Shola Adewusi|Ilan Goodman,Nick Hornby,96.0,"$12,000,000",attempted suicide|crying woman|new year's eve|valentine's day,458413,141043.0,"Long Way Down, A (2014)",Comedy|Drama,2014,Nick Hornby Comedy Drama attempted suicide crying woman new year's eve valentine's day
109181,1,0.027,007,Emma Roberts|Summer Shelton|Chris Riggi|Shannon Woodward|Catherine Lloyd Burns|Reed Birney|Manu Gargi|Patricia Squire|Cloris Leachman|Scott Coffey|John Cullum|Evan Peters|Joshua Barry Ward|Justin Nappi|John Cusack,Andy Cochran,97.0,"$4,000,000",independent film|bare chested male|college|two word title,1067765,143049.0,Adult World (2013),Comedy,2013,Andy Cochran Comedy independent film bare chested male college two word title
109183,1,0.04825,007,Quinn Lord|Nick Offerman|Gary Cole|Megan Mullally|Darien Provost|Jennifer Clement|Nicholas Braun|Hunter Cope|Dustin Ybarra|Sarah Hyland|Dakota Johnson|Larry Wilmore|Cainan Wiebe|Hailey Wiebe|Ray Santiago,Alan Yang,91.0,,friendship|brownie|high school prom|pot brownie,1878942,99367.0,Date and Switch (2014),Comedy,2014,Alan Yang Comedy friendship brownie high school prom pot brownie
109187,1,0.026,007,Christoph Waltz|Gwendoline Christie|Rupert Friend|Ray Cooper|Lily Cole|David Thewlis|Sanjeev Bhaskar|Peter Stormare|Ben Whishaw|Mélanie Thierry|Matt Damon|Lucas Hedges|Margarita Doyle|Tilda Swinton|Emil Hostina,Pat Rushin,107.0,"$8,500,000",burnt out church|telephone call|cyberspace|smashing a computer screen,2333804,157834.0,"Zero Theorem, The (2013)",Drama|Fantasy|Sci-Fi,2013,Pat Rushin Drama Fantasy Sci-Fi burnt out church telephone call cyberspace smashing a computer screen
109189,1,0.0255,007,Alex Pettyfer|Gabriella Wilde|Bruce Greenwood|Joely Richardson|Robert Patrick|Rhys Wakefield|Dayo Okeniyi|Emma Rigby|Anna Enger Ritch|Fabianne Therese|Mike Bland|Jake Schultz|Jeff Pope|Zechariah Pierce|Ryan Lewis,Shana Feste,104.0,"$20,000,000",love|bikini|brother sister relationship|high school graduation,2318092,226857.0,Endless Love (2014),Drama|Romance,2014,Shana Feste Drama Romance love bikini brother sister relationship high school graduation
109191,1,0.0212499999999999,007,Colin Farrell|Matt Bomer|Lucy Griffiths|Michael Crane|Brian Hutchison|Kevin Corrigan|Alan Doyle|Russell Crowe|Jessica Brown Findlay|Jon Patrick Walker|David O'Brien Hart|William Hurt|Maurice Jones|Mckayla Twiggs|Matthew R. Staley,Akiva Goldsman,118.0,"$60,000,000",flying horse|immortal|red haired woman|white horse,1837709,137321.0,Winter's Tale (2014),Drama|Fantasy|Mystery,2014,Akiva Goldsman Drama Fantasy Mystery flying horse immortal red haired woman white horse
109243,1,0.0195,007,Nicolas Cage|Tye Sheridan|Gary Poulter|Ronnie Gene Blevins|Adriene Mishler|Brian Mays|Aj Wilson McPhaul|Sue Rock|Heather Kafka|Brenda Isaacs Booth|Anna Niemtschk|Elbert Hill III|Milton Fountain|Roderick L. Polk|Aaron Spivey-Sorrells,Gary Hawkins,117.0,"$4,000,000",alcoholic|cigarette smoking|woods|father son relationship,2382396,157847.0,Joe (2013),Drama,2013,Gary Hawkins Drama alcoholic cigarette smoking woods father son relationship
109372,1,0.028,007,Kevin Hart|Michael Ealy|Regina Hall|Joy Bryant|Christopher McDonald|Adam Rodriguez|Joe Lo Truglio|Paula Patton|Terrell Owens|Catherine Shu|David Greenman|Bryan Callen|Paul Quinn|Hailey Boyle|Selita Ebanks,Leslye Headland,100.0,"$12,500,000",sexual perversity in chicago|about last night|bedroom|hug,1826590,222899.0,About Last Night (2014),Comedy|Romance,2014,Leslye Headland Comedy Romance sexual perversity in chicago about last night bedroom hug
109374,1,0.021,007,Ralph Fiennes|F. Murray Abraham|Mathieu Amalric|Adrien Brody|Willem Dafoe|Jeff Goldblum|Harvey Keitel|Jude Law|Bill Murray|Edward Norton|Saoirse Ronan|Jason Schwartzman|Léa Seydoux|Tilda Swinton|Tom Wilkinson,Stefan Zweig,99.0,"$25,000,000",hotel|lobby boy|prison escape|first person narration,2278388,120467.0,"Grand Budapest Hotel, The (2014)",Comedy|Drama,2014,Stefan Zweig Comedy Drama hotel lobby boy prison escape first person narration
109376,1,0.10425,007,Ben Radcliffe|Ian McShane|Isabella Steinbarth|Brandon Robinson|Louis Kyriacou|Kieran Gaffney|Nick Frost|Steve Oram|Chris O'Dowd|Alexandra Roach|Rashida Jones|Olivia Colman|Janine Wood|Rory Kinnear|Tim Plester,Jon Brown,98.0,,salsa|dancer|female boss|new boss,2390237,201086.0,Cuban Fury (2014),Comedy,2014,Jon Brown Comedy salsa dancer female boss new boss
109390,1,0.0192499999999999,007,Fan Liao|Lun-Mei Kwei|Xuebing Wang|Jingchun Wang|Ailei Yu|Jingyang Ni,Yi'nan Diao,110.0,,ice skate|ice rink|ice block|ice,3469910,255756.0,"Black Coal, Thin Ice (Bai ri yan huo) (2014)",Crime|Drama|Mystery|Thriller,2014,Yi'nan Diao Crime Drama Mystery Thriller ice skate ice rink ice block ice
109420,1,0.10525,007,Larry the Cable Guy|Owen Wilson|Michael Wallis|Bonnie Hunt|Paul Newman|Cheech Marin|Paul Dooley,Dan Scanlon,7.0,,character name as title|four word title|anthropomorphism|light,901686,13934.0,Mater and the Ghostlight (2006),Animation|Children|Comedy,2006,Dan Scanlon Animation Children Comedy character name as title four word title anthropomorphism light
109423,1,0.073,007,Patton Oswalt|Peter Sohn|Lou Romano|Tony Russel|Sigmund Vik|Jim Capobianco,Jim Capobianco,11.0,,rat|ship|flea|europe,1134859,13061.0,Your Friend the Rat (2007),Animation,2007,Jim Capobianco Animation rat ship flea europe
109425,1,0.0369999999999999,007,Bob Peterson|Delroy Lindo|Jerome Ranft,Ronnie Del Carmen,5.0,,cgi animation|bird|birthday|dog,1537759,24589.0,Dug's Special Mission (2009),Animation|Children|Comedy,2009,Ronnie Del Carmen Animation Children Comedy cgi animation bird birthday dog
109452,1,0.0484999999999999,007,Adam Bakri|Leem Lubany|Waleed Zuaiter|Samer Bisharat|Eyad Hourani|Mousa Habiib Allah|Doraid Liddawi|Adi Krayem|Foad Abed-Eihadi|Essam Abu Aabed|Anna Maria Hawa|Ziad Jarjoura|Wafaa Aon|Jehad Abu Assal|May Jabareen,Hany Abu-Assad,98.0,"$2,100,000",male nudity|west bank|marriage proposal|unwanted pregnancy,2852406,187028.0,Omar (2013),Drama|Romance,2013,Hany Abu-Assad Drama Romance male nudity west bank marriage proposal unwanted pregnancy
109461,1,0.05325,007,Dany Boon|Kad Merad|Alice Pol|Jean-Yves Berteloot|Judith El Zein|Valérie Bonneton|Marthe Villalonga|Bruno Lochet|Jérôme Commandeur|Jonathan Cohen|Warren Zavatta|Stéphane De Groodt|Etienne Chicot|Guy Lecluyse|Gudule Zuyten,Dany Boon,107.0,,hypochondriac|friend|doctor|brother sister relationship,3421514,248507.0,Supercondriaque (2014),Comedy,2014,Dany Boon Comedy hypochondriac friend doctor brother sister relationship
109472,1,0.085,007,Elijah Wood|John Cusack|Kerry Bishé|Tamsin Egerton|Allen Leech|Don McManus|Alex Winter|Dee Wallace|Jim Arnold|Jack Taylor|Beth Rollan|Amy Gwilliam|Harris Gordon|Ricardo Alexander|Brendan Murphy,Damien Chazelle,90.0,,breaking a leg|2010s|concert pianist|piano player,2039345,220286.0,Grand Piano (2013),Mystery|Thriller,2013,Damien Chazelle Mystery Thriller breaking a leg 2010s concert pianist piano player
109483,1,0.0319999999999999,007,Zac Efron|Miles Teller|Michael B. Jordan|Imogen Poots|Mackenzie Davis|Jessica Lucas|Addison Timlin|Josh Pais|Evelina Turen|Karen Ludwig|Tina Benko|Joseph Adams|Lola Glaudini|John Rothman|Barbara Garrick,Tom Gormican,94.0,"$8,000,000",male objectification|male nudity|nudity|male rear nudity,1800246,225565.0,That Awkward Moment (2014),Comedy|Romance,2014,Tom Gormican Comedy Romance male objectification male nudity nudity male rear nudity
109487,1,0.0285,007,Ellen Burstyn|Matthew McConaughey|Mackenzie Foy|John Lithgow|Timothée Chalamet|David Oyelowo|Collette Wolfe|Francis X. McCarthy|Bill Irwin|Anne Hathaway|Andrew Borba|Wes Bentley|William Devane|Michael Caine|David Gyasi,Jonathan Nolan,169.0,"$165,000,000",astronaut|saving the world|relativity|gravity,816692,157336.0,Interstellar (2014),Sci-Fi|IMAX,2014,Jonathan Nolan Sci-Fi IMAX astronaut saving the world relativity gravity
109569,1,0.15775,007,Kevin Costner|Amber Heard|Hailee Steinfeld|Connie Nielsen|Tómas Lemarquis|Richard Sammel|Marc Andréoni|Bruno Ricci|Jonas Bloquet|Eriq Ebouaney|Joakhim Sigue|Alison Valence|Big John|Michaël Vander-Meiren|Paolo Calia,Adi Hasak,117.0,"$28,000,000",spy|violence|leather dress|femme fatale,2172934,192102.0,3 Days to Kill (2014),Action|Crime|Drama,2014,Adi Hasak Action Crime Drama spy violence leather dress femme fatale
